"","AGENCYNAME","SOURCE","AGENCYUNIQ","LASTMODIFI","MODIFIEDBY","SOURCECOMM","Date_Data_","Shape_STAr","Shape_STLe"
"888","Glenn - Colusa Irrigation District","NorCal All",1007,"2010/03/16","source",NA,"2010/03/16",2289207.17366,6470.29822452
"889","Glenn - Colusa Irrigation District","NorCal All",1007,"2010/03/16","source",NA,"2010/03/16",2320.2732296,2053.75980793
"890","Glenn - Colusa Irrigation District","NorCal All",1007,"2010/03/16","source",NA,"2010/03/16",674.083883286,279.865963079
"891","Glenn - Colusa Irrigation District","NorCal All",1007,"2010/03/16","source",NA,"2010/03/16",17735.3325672,4261.22212195
"892","Glenn - Colusa Irrigation District","NorCal All",1007,"2010/03/16","source",NA,"2010/03/16",22761.9512291,2520.51457906
"893","Glenn - Colusa Irrigation District","NorCal All",1007,"2010/03/16","source",NA,"2010/03/16",370244424.448,185316.687822
"894","Glenn - Colusa Irrigation District","NorCal All",1007,"2010/03/16","source",NA,"2010/03/16",76571.1077366,5587.42303669
"895","Glenn Valley Water District","NorCal All",1009,"2010/03/16","source",NA,"2010/03/16",8861631.88509,16280.8235582
"896","Holthouse Water District","NorCal All",1190,"2010/03/16","source",NA,"2010/03/16",3895621.50007,15206.6527737
"897","Holthouse Water District","NorCal All",1190,"2010/03/16","source",NA,"2010/03/16",3551578.69101,9501.20964871
"898","La Grande Water District","NorCal All",1323,"2010/03/16","source",NA,"2010/03/16",5848888.34286,14783.4127827
"899","Maxwell Irrigation District","NorCal All",1561,"2010/03/16","source",NA,"2010/03/16",2031097.37315,5822.87041615
"900","Maxwell Irrigation District","NorCal All",1561,"2010/03/16","source",NA,"2010/03/16",33459079.0801,29285.8647358
"901","Princeton - Codora - Glenn Irrigation District","NorCal All",1969,"2010/03/16","source",NA,"2010/03/16",21547572.2772,25656.8715594
"902","Provident Irrigation District","NorCal All",1972,"2010/03/16","source",NA,"2010/03/16",8675885.27689,16316.3966185
"903","Roberts Ditch Irrigation Company","NorCal All",2094,"2010/03/16","source",NA,"2010/03/16",8289915.34311,16579.1382847
"904","US Fish and Wildlife Service - Sacramento National Wildlife Refuge","NorCal All",2818,"2010/03/16","source",NA,"2010/03/16",9019045.40491,15146.5820472
"905","Westside Water District","NorCal All",2709,"2010/03/16","source",NA,"2010/03/16",3390399.4072,8868.34713355
"906","Westside Water District","NorCal All",2709,"2010/03/16","source",NA,"2010/03/16",57617136.5645,115856.931959
"907","Westside Water District","NorCal All",2709,"2010/03/16","source",NA,"2010/03/16",1281708.76829,4688.24162212
"908","Willow Creek Mutual Water District","NorCal All",2740,"2010/03/16","source",NA,"2010/03/16",2074101.66954,29205.0548285
"909","CA Fish and Wildlife Department","NorCal All",2814,"2010/03/16","source",NA,"2010/03/16",7665571.27518,12070.498701
"910","Dayton Mutual Water Company","NorCal All",681,"2010/03/16","source",NA,"2010/03/16",7171469.63275,23033.4471827
"911","Durham Mutual Water Company","NorCal All",2820,"2010/03/16","source",NA,"2010/03/16",14743366.6713,20159.3206901
"912","Llano Seco Ranch","NorCal All",2823,"2010/03/16","source",NA,"2010/03/16",54890655.6701,45612.2649473
"913","Pacific Realty Associates  (M & T Chico Ranch)","NorCal All",1834,"2010/03/16","source",NA,"2010/03/16",1296299.23346,5166.24966408
"914","Pacific Realty Associates  (M & T Chico Ranch)","NorCal All",1834,"2010/03/16","source",NA,"2010/03/16",32789362.5548,40502.3936769
"915","Oroville Wyandotte Irrigation District","NorCal All",1818,"2010/03/16","source",NA,"2010/03/16",6799.77690887,472.657461899
"916","Oroville Wyandotte Irrigation District","NorCal All",1818,"2010/03/16","source",NA,"2010/03/16",98730.7081528,2265.47070245
"917","Oroville Wyandotte Irrigation District","NorCal All",1818,"2010/03/16","source",NA,"2010/03/16",2453.27227592,340.644851724
"918","Oroville Wyandotte Irrigation District","NorCal All",1818,"2010/03/16","source",NA,"2010/03/16",63532982.8262,115093.439776
"919","Thermalito Irrigation District","NorCal All",2465,"2010/03/16","source",NA,"2010/03/16",251948.314161,5134.49409633
"920","US Fish and Wildlife Service","NorCal All",2819,"2010/03/16","source",NA,"2010/03/16",3155731.0633,8341.93377253
"921","US Fish and Wildlife Service","NorCal All",2819,"2010/03/16","source",NA,"2010/03/16",3816086.31731,12615.5167667
"922","US Fish and Wildlife Service","NorCal All",2819,"2010/03/16","source",NA,"2010/03/16",4482468.54017,8710.59416783
"923","Western Canal Water District","NorCal All",2693,"2010/03/16","source",NA,"2010/03/16",393.209123611,366.394498235
"924","Western Canal Water District","NorCal All",2693,"2010/03/16","source",NA,"2010/03/16",117.039323807,169.825762702
"925","Western Canal Water District","NorCal All",2693,"2010/03/16","source",NA,"2010/03/16",61.2139720917,61.357234274
"926","Western Canal Water District","NorCal All",2693,"2010/03/16","source",NA,"2010/03/16",20.3052215576,23.473316087
"927","Western Canal Water District","NorCal All",2693,"2010/03/16","source",NA,"2010/03/16",1.32978439331,18.3078813519
"928","Western Canal Water District","NorCal All",2693,"2010/03/16","source",NA,"2010/03/16",4.37425613403,23.7756643317
"929","Western Canal Water District","NorCal All",2693,"2010/03/16","source",NA,"2010/03/16",10.8416156769,22.8060752693
"930","Western Canal Water District","NorCal All",2693,"2010/03/16","source",NA,"2010/03/16",1059.08041382,228.478635554
"931","Western Canal Water District","NorCal All",2693,"2010/03/16","source",NA,"2010/03/16",673.775201797,243.158087731
"932","Western Canal Water District","NorCal All",2693,"2010/03/16","source",NA,"2010/03/16",45.3633918762,64.5537387445
"933","Western Canal Water District","NorCal All",2693,"2010/03/16","source",NA,"2010/03/16",278.960191727,130.448810189
"934","Western Canal Water District","NorCal All",2693,"2010/03/16","source",NA,"2010/03/16",3924287.27936,72889.1307298
"935","Anderson - Cottonwood Irrigation District","NorCal All",67,"2010/03/16","source",NA,"2010/03/16",23701742.1556,32876.4285531
"936","Anderson - Cottonwood Irrigation District","NorCal All",67,"2010/03/16","source",NA,"2010/03/16",68416300.3636,107973.145084
"937","Burney Water District","NorCal All",288,"2010/03/16","source",NA,"2010/03/16",8053649.39004,31691.708249
"938","Chester Public Utilities District","NorCal All",539,"2010/03/16","source",NA,"2010/03/16",4122405.86081,13390.4769699
"939","Circle Oaks County Water District","NorCal All",558,"2010/03/16","source",NA,"2010/03/16",947568.720398,4652.47667589
"940","Clearlake Oaks Community Water District","NorCal All",570,"2010/03/16","source",NA,"2010/03/16",9327706.0798,22913.8007905
"941","Clio Public Utility District","NorCal All",571,"2010/03/16","source",NA,"2010/03/16",887683.696741,5146.70032818
"942","Crag View Community Service District","NorCal All",647,"2010/03/16","source",NA,"2010/03/16",620932.733124,3470.42355499
"943","Grizzly Lake Irrigation District - Delleker","NorCal All",1105,"2010/03/16","source",NA,"2010/03/16",4713405.88494,17171.6511645
"944","Hidden Valley Lake Community Service District","NorCal All",1172,"2010/03/16","source",NA,"2010/03/16",7795421.46667,17610.7751933
"945","Hot Springs Valley Irrigation District","NorCal All",1202,"2010/03/16","source",NA,"2010/03/16",61814982.5125,147165.181057
"946","Igo - Ono Community Services District","NorCal All",1224,"2010/03/16","source",NA,"2010/03/16",34797046.2743,45004.8194823
"947","Maxwell Public Utilities District","NorCal All",1562,"2010/03/16","source",NA,"2010/03/16",960413.468975,5656.22324607
"948","North Folsom Water District","NorCal All",1742,"2010/03/16","source",NA,"2010/03/16",4028106.44935,10547.7995688
"949","Paskenta Community Service District","NorCal All",1874,"2010/03/16","source",NA,"2010/03/16",1087927.57614,5733.41832118
"950","Sierra Lakes County Water District","NorCal All",2289,"2015/11/23","JCOMMON",NA,"2010/03/16",9906623.85245,20028.7188377
"951","Spanish Flat Water District","NorCal All",2355,"2010/03/16","source",NA,"2010/03/16",4197318.24309,20612.8141788
"952","Washington Water District","NorCal All",2666,"2010/03/16","source",NA,"2010/03/16",5227885.91543,12055.0070205
"953","Capay Rancho Water District","NorCal All",472,"2010/03/16","source",NA,"2010/03/16",38491616.9725,29613.2097341
"954","O'Cconnell Mutual Water District","NorCal All",1775,"2010/03/16","source",NA,"2010/03/16",1501419.68003,6183.80001433
"955","Rawson Water District","NorCal All",2018,"2010/03/16","source",NA,"2010/03/16",14734553.3151,35670.0964208
"956","Richfield Water District","NorCal All",2050,"2010/03/16","source",NA,"2010/03/16",4280363.023,17526.5535747
"957","Tehama Water District","NorCal All",2454,"2010/03/16","source",NA,"2010/03/16",528966.115269,2895.50235797
"958","Durham Irrigation District","NorCal All",767,"2010/03/16","source",NA,"2010/03/16",793050.237589,7299.45021582
"959","Arbuckle Public Utilities District","NorCal All",92,"2010/03/16","source",NA,"2010/03/16",2165289.61396,11202.7622336
"960","Lassen County Waterworks District No 01","NorCal All",1385,"2010/03/16","source",NA,"2010/03/16",1254493.85481,5527.59879415
"961","Willow Creek Mutual Water District","NorCal All",2740,"2010/03/16","source",NA,"2010/03/16",28890582.6906,35928.5795037
"962","Paradise Pines District","NorCal All",1861,"2010/03/16","source",NA,"2010/03/16",15509063.68,26734.5126452
"963","Magalia County Water District","NorCal All",1523,"2010/03/16","source",NA,"2010/03/16",1274681.66805,5580.74664839
"964","California Pines Community Service District","NorCal All",380,"2010/03/16","source",NA,"2010/03/16",105288646.44,159697.696141
"965","Christian Valley Park Community Service District","NorCal All",551,"2010/03/16","source",NA,"2010/03/16",6683180.23316,14607.1989668
"966","Midway Heights County Water District","NorCal All",1609,"2010/03/16","source",NA,"2010/03/16",10459387.5636,17816.2330292
"967","Oroville Wyandotte Irrigation District","NorCal All",1818,"2010/03/16","source",NA,"2010/03/16",198415947.082,113728.223333
"968","Western Placer Irrigation District","NorCal All",2698,"2010/03/16","source",NA,"2010/03/16",25862026.2434,39086.7958762
"969","Elder Creek Water District","NorCal All",831,"2010/03/16","source",NA,"2010/03/16",14817354.332,31068.0169845
"970","Maine Prairie Water District","NorCal All",1527,"2010/03/16","source",NA,"2010/03/16",61350948.0885,69201.8065563
"971","Tehama Ranch Mutual Water Company.","NorCal All",2453,"2010/03/16","source",NA,"2010/03/16",3780795.44235,9013.90597271
"972","Adams Spring Water District","NorCal All",12,"2010/03/16","source",NA,"2010/03/16",737195.018131,5003.66803415
"973","Corning  City Of","NorCal All",622,"2010/03/16","source",NA,"2010/03/16",7239339.76819,19173.5804708
"974","Greenhorn Creek Community Services District","NorCal All",1096,"2010/03/16","source",NA,"2010/03/16",964216.924762,6910.55465464
"975","Scotts Valley Water Conservation District","NorCal All",2236,"2010/03/16","source",NA,"2010/03/16",6414517.4567,18069.8031246
"976","Alturas  City Of","NorCal All",49,"2010/03/16","source",NA,"2010/03/16",6455740.91496,14128.605851
"977","Lucerne Water Company","NorCal All",1501,"2010/03/16","source",NA,"2010/03/16",2527604.81752,12200.80167
"978","Gerber Water Works","NorCal All",992,"2010/03/16","source",NA,"2010/03/16",802267.309856,4834.50077777
"979","Colusa  City Of","NorCal All",598,"2010/03/16","source",NA,"2010/03/16",4322629.19979,20594.5388143
"980","Lime Saddle District","NorCal All",1423,"2010/03/16","source",NA,"2010/03/16",10773855.9033,27454.8513021
"981","Anderson  City Of","NorCal All",66,"2010/03/16","source",NA,"2010/03/16",16079343.7906,30657.6957491
"982","Paradise Irrigation District","NorCal All",1859,"2010/03/16","source",NA,"2010/03/16",46093112.3091,29904.1477384
"983","Red Bluff  City Of","NorCal All",2031,"2010/03/16","source",NA,"2010/03/16",18563314.2194,43907.0239384
"984","Orland  City Of","NorCal All",1810,"2010/03/16","source",NA,"2010/03/16",6287856.73028,20711.7624256
"985","Hamilton Branch Community Service District","NorCal All",1122,"2010/03/16","source",NA,"2010/03/16",2189362.4706,14795.9605394
"986","Lakeport  City Of","NorCal All",1360,"2010/03/16","source",NA,"2010/03/16",5940311.19574,16807.1075933
"987","Quincy Community Services District","NorCal All",1986,"2010/03/16","source",NA,"2010/03/16",4289369.35932,13916.909292
"988","Highlands Mutual Water Company","NorCal All",1178,"2010/03/16","source",NA,"2010/03/16",6626855.61067,26244.0411336
"989","East Quincy Services District","NorCal All",790,"2010/03/16","source",NA,"2010/03/16",6079556.83948,22060.3503508
"990","Konocti County Water District","NorCal All",1317,"2010/03/16","source",NA,"2010/03/16",7483217.57135,15946.8158706
"991","Portola  City Of","NorCal All",1960,"2010/03/16","source",NA,"2010/03/16",5107060.88335,12098.0274768
"992","Feather River Canyon Community Services District","NorCal All",882,"2010/03/16","source",NA,"2010/03/16",929953.848177,12004.23308
"993","Westwood Community Service District","NorCal All",2711,"2010/03/16","source",NA,"2010/03/16",10821158.8767,15242.3174559
"994","Sierraville Public Utility District","NorCal All",2297,"2010/03/16","source",NA,"2010/03/16",1610006.33682,11566.076881
"995","McCloud Community Service District","NorCal All",1568,"2010/03/16","source",NA,"2010/03/16",6512376.95971,15161.3761866
"996","Gridley  City Of","NorCal All",1098,"2010/03/16","source",NA,"2010/03/16",3810587.42524,16429.618821
"997","Shasta Forest Village Mutual Water Company","NorCal All",2272,"2010/03/16","source",NA,"2010/03/16",1239520.60397,4731.44165905
"998","Placerville  City Of","NorCal All",1928,"2015/09/25","JCOMMON",NA,"2010/03/16",9028939.50997,16635.3197182
"999","Dayton Mutual Water Company","NorCal All",681,"2010/03/16","source",NA,"2010/03/16",4341959.74807,11037.6558965
"1000","Grass Valley  City Of","NorCal All",1076,"2010/03/16","source",NA,"2010/03/16",9605744.35817,36951.5104849
"1001","Plumas Eureka Community Service District","NorCal All",1942,"2010/03/16","source",NA,"2010/03/16",2184556.77436,7699.47679594
"1002","Diablo Water District","NorCal All",731,"2015/11/06","WARNOLD","Georeferenced DWD map & NAIP 2012 Aerial","2010/03/16",51947060.1235,49962.4653035
"1003","Thermalito Irrigation District","NorCal All",2465,"2010/03/16","source",NA,"2010/03/16",57682822.7773,75336.8053582
"1004","Lake Almanor Country Club Mutual Water Company","NorCal All",1340,"2010/03/16","source",NA,"2010/03/16",5268262.22766,19458.3231839
"1005","Lake County","NorCal All",1347,"2010/03/16","source",NA,"2010/03/16",37392581.0271,137628.414471
"1006","Yuba County Water Agency","NorCal All",2791,"2015/09/08","JCOMMON",NA,"2010/03/16",503394000.532,220113.311265
"1007","California Water Service","NorCal All",383,"2010/03/16","source",NA,"2010/03/16",86784193.9146,125962.98482
"1008","El Camino Irrigation District","NorCal All",811,"2010/03/16","source",NA,"2010/03/16",30443916.3039,27791.7911476
"1009","South Fork Irrigation District","NorCal All",2339,"2010/03/16","source",NA,"2010/03/16",74761279.4906,70071.6125133
"1010","Sacramento County Water District","NorCal All",2133,"2010/03/16","source",NA,"2010/03/16",323279013.68,152045.570667
"1011","Arden Cordova Water Service","NorCal All",95,"2010/03/16","source",NA,"2010/03/16",35026951.7051,41054.6637211
"1012","Citizens Utilities Company Of California","NorCal All",560,"2010/03/16","source",NA,"2010/03/16",145590819.306,177711.521856
"1013","Sacramento County Water Maintenance District","NorCal All",2134,"2010/03/16","source",NA,"2010/03/16",48141982.8913,105938.137373
"1014","Amador Water Agency","NorCal All",55,"2015/09/25","JCOMMON",NA,"2010/03/16",44441601.3275,33941.7009286
"1015","Browns Valley Irrigation District","NorCal All",278,"2015/09/08","JCOMMON",NA,"2010/03/16",204607994.087,187467.482758
"1016","Georgetown Divide Public Utility District","NorCal All",990,"2015/09/08","JCOMMON",NA,"2010/03/16",279348712.376,132364.362905
"1017","Nevada Irrigation District","NorCal All",1718,"2015/10/27","JCOMMON",NA,"2010/03/16",1115999856.86,546048.977462
"1018","Cottonwood Water District","NorCal All",630,"2010/03/16","source",NA,"2010/03/16",41392128.6503,30412.3792909
"1019","Callayomi County Water District","NorCal All",432,"2010/03/16","source",NA,"2010/03/16",1068674.94658,5498.49482432
"1020","Rio Vista  City Of","NorCal All",2063,"2010/03/16","source",NA,"2010/03/16",17592820.5806,26661.0694551
"1021","Del Oro Water Service Area","NorCal All",704,"2010/03/16","source",NA,"2010/03/16",27557601.2513,56397.6425141
"1022","Ironhouse Sanitary District","NorCal All",1244,"2010/03/16","source",NA,"2010/03/16",10993.3508206,7873.99940554
"1023","Mt Konocti Mutual Water Company","NorCal All",1679,"2010/03/16","source",NA,"2010/03/16",4085021.93896,18682.3800479
