PWSID,PWS_NAME,CONTACT_NAME,TITLE,BUSINESS_PHONE,LOCATION_ADDRESS,POPULATION,TYPE,AREA,OWNERSHIP,SOURCE,CONNECTIONS,WELLS,PLANTS,INTAKES,INTERTIES,COUNTY
CA0202501   ,DIAMOND VALLEY SCHOOL,MICHELLE MCLELLAND, ,530-694-2495   , MARKLEEVILLE CA 96120,100,Non-Transient Non-Community,School                        ,Private,Groundwater,3,1,0,0,0,Alpine
CA1400049   ,DIAZ LAKE CAMPGROUND,INYO COUNTY PARKS &  CA1400049, ,, LONE PINE CA 93545,500,Non-Community (Transient),Recreation Area               ,Local,Groundwater,24,2,0,0,0,Inyo
CA2702461   ,DIAZ RANCH WS,,,, SALINAS CA 93908,0,Non-Public,Residential Area              ,Private,Unknown,15,0,0,0,0,Monterey
CA3301313   ,DIAZ WATER,,,, INDIO CA 92201,23,Non-Public,,Private,Groundwater,13,1,0,0,0,Riverside
CA2300872   ,DICK S PLACE,DICKS PLACE INCORPORATED,OWNER,707-964-6328   ,"45070 MAIN STREET, MENDOCINO CA 95460",25,Non-Community (Transient),Other Transient Area          ,Private,Groundwater,1,1,1,0,0,Mendocino
CA3901473   ,DIEDE TRUCKING WATER SYSTEM,,,, LODI CA 95240,25,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,1,1,0,0,0,San Joaquin
CA2100580   ,DIEKMANN S GENERAL STORE,KRISTIN LAWSON, ,707-878-2384   ,27005 SHORELINE HIGHWAYTOMALES CA 94971,25,Non-Community (Transient),Restaurant                    ,Private,Groundwater,3,1,1,0,0,Marin
CA4200951   ,DIERBERG/STAR LANE VINEYARD,TYLER THOMAS, ,805-697-1454   ,1221 DRUM CANYON RDLOMPOC CA 93436,50,Non-Community (Transient),Other Transient Area          ,Private,Groundwater,1,1,0,0,0,Santa Barbara
CA3400254   ,DILLARD ELEMENTARY SCHOOL,,,, WILTON CA 95693,350,Non-Transient Non-Community,School                        ,Local,Groundwater,3,1,0,0,0,Sacramento
CA3400469   ,DILLARD STORE (SWS),,,,,41,Non-Transient Non-Community,Restaurant                    ,Private,Groundwater,1,1,0,0,0,Sacramento
CA4700594   ,DILLON CREEK CAMPGROUND-SRNF,DWAYNE PETERSON,SYSTEM OPERATOR,530-627-3291   , SOMES BAR CA 95568,30,Non-Community (Transient),Other Transient Area          ,Federal,Groundwater,1,0,0,0,0,Siskiyou
CA3302062   ,DINER 371,ANDY KIM, ,, ANZA CA 92539,30,Non-Community (Transient),Restaurant                    ,Private,Groundwater,1,1,0,0,0,Riverside
CA0400051   ,DINGERVILLE USA PARK,COLIN  WEIL,OWNER,530-533-6300   , OROVILLE CA 95965,447,Community,Mobile Home Park              ,Private,Groundwater,80,2,0,0,0,Butte
CA1000478   ,DINKEY CREEK INN,JARROD DEAVER,OWNER,559-841-3435   ,53861 DINKEY CREEK RDSHAVER LAKE CA 93664,52,Non-Community (Transient),Restaurant                    ,Private,Groundwater,11,1,0,0,0,Fresno
CA1000015   ,DINKEY CREEK WATER IMPROVEMENT,OWEN PURDY,VICE PRESIDENT,559-298-2698   ,DINKEY CREEK RDSHAVER LAKE CA 93664,60,Non-Community (Transient),Residential Area              ,Private,Groundwater,25,0,0,0,0,Fresno
CA5410002   ,"DINUBA, CITY OF",BLANCA BELTRAN,PUBLIC WORKS DIR.,559-591-5924   ,1088 E. KAMM AVE.DINUBA CA 93618,23666,Community,Residential Area              ,Local,Groundwater,7012,8,4,0,0,Tulare
CA3400117   ,DISCOVERY PARK [SWS],,,, SACRAMENTO CA 95814,30,Non-Community (Transient),Recreation Area               ,Local,Groundwater,2,1,0,0,0,Sacramento
CA2000760   ,DIXIELAND ELEMENTARY SCHOOL,LUPE  RODRIGUEZ, ,559-675-4534   , MADERA CA 93637,350,Non-Transient Non-Community,School                        ,Local,Groundwater,1,1,0,0,0,Madera
CA4800732   ,DIXON 76,KAMAL GILL,OWNER,707-761-3826   ,8665 PEDRICK RDDIXON CA 95620,150,Non-Community (Transient),Service Station               ,Private,Groundwater,1,1,1,0,0,Solano
CA4800780   ,DIXON FRUIT MARKET,EBRAHIM SADEGHINIA,OWNER,707-678-4211   ,7808 BATAVIA ROADDIXON CA 95620,100,Non-Community (Transient),Industrial/Agricultural       ,Private,Groundwater,1,1,1,0,0,Solano
CA4800804   ,DIXON MIGRANT CENTER,LISA BAKER,EXECUTIVE DIRECTOR,530-669-2219   ,7290 RADIO STATION ROADDIXON CA 95620,338,Non-Transient Non-Community,Secondary Residences          ,Private,Groundwater,82,2,1,0,0,Solano
CA5400875   ,DIXON WATER COMPANY,GREG DIXON,OWNER,559-259-5914   ,40863 SIERRA DR.THREE RIVERS CA 93271,28,Community,Residential Area              ,Private,Groundwater,5,1,0,0,0,Tulare
CA5000424   ,DOBERENZ WATER SYSTEM,,,, HUGHSON CA 95326,1,Non-Public,Residential Area              ,Private,Groundwater,1,1,0,0,0,Stanislaus
CA2600578   ,DOC & AL'S,C. ROWENA HARLANDER, ,, BRIDGEPORT CA 93517,100,Non-Community (Transient),Other Residential Area        ,Private,Groundwater,2,2,0,0,0,Mono
CA4700881   ,DOCTOR'S PARK OWNERS ASSOCIATION,BILL NAVARRE,OPERATOR,530-926-3381   , MT. SHASTA CA 96067,80,Non-Transient Non-Community,Medical Facility              ,Private,Groundwater,3,1,0,0,0,Siskiyou
CA5500168   ,DODGE RIDGE SKI RESORT,SARA HELM,CEO/OWNER,209-536-5308   ,"DODGE RIDGE SKI RESORT, PINECREST CA 95364",28,Non-Transient Non-Community,Recreation Area               ,Private,Groundwater under direct influence,6,0,2,0,0,Tuolumne
CA3600094   ,DOGWOOD BLUE JAY CYN IMP,JEANNETTE  WALTERS, ,909-337-0702   , BLUE JAY CA 92317,160,Community,Residential Area              ,Private,Groundwater,84,4,1,0,0,San Bernardino
CA2700548   ,DOLAN RD MWC,GARY KUBISCH, ,530-275-1851   , CASTROVILLE CA 95012,120,Community,Residential Area              ,Private,Groundwater,40,1,0,0,0,Monterey
CA2702652   ,DOLAN RD WATER SYSTEM #2,ROB ELLSWORTH, ,916-858-3100   , ROYAL OAKS CA 95076,50,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,4,1,1,0,0,Monterey
CA2400011   ,DOLE ATWATER PLANT,RANDALL HELDT,ENV AFFAIRS,209-968-9032   ,7916 W. BELLEVUE RDATWATER CA 95301,1400,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,1,2,0,0,0,Merced
CA2702412   ,DOLE FRESH VEGETABLES WS,JIM THOMPSON, ,, SOLEDAD CA 93960,80,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,1,2,1,0,0,Monterey
CA2400214   ,DOLE LOS CERRITOS WELL,RANDALL HELDT,ENV AFFAIRS,209-968-9032   ,18300 LOS CERRITOS RDSNELLING CA 95301,35,Non-Community (Transient),Other Area                    ,Private,Groundwater,1,1,0,0,0,Merced
CA2400182   ,DOLE OAKDALE ROAD WELL,RANDALL HELDT,ENV AFFAIRS,209-968-9032   ,5379 W OAKDALE RDWINTON CA 95388,26,Non-Community (Transient),Secondary Residences          ,Private,Groundwater,1,1,0,0,0,Merced
CA2300876   ,DOLLAR GENERAL REDWOOD VALLEY,JOE DELL,DEVELOPMENT MANAGER,,8451 EAST ROADREDWOOD VALLEY CA  ,25,Non-Community (Transient),Retail Employees              ,Private,Groundwater,1,1,1,0,0,Mendocino
CA1000620   ,DOLLAR GENERAL STORE,HAROLD HABIB,OWNER,,5385 S. ELM AVENUEEASTON CA  ,250,Non-Community (Transient),Other Transient Area          ,Private,Groundwater,1,1,0,0,0,Fresno
CA2300743   ,DOLPHIN ISLE MARINA,GREGG STEVENS,MARINA MANAGER,707-964-4113   ,32399 BASIN STREETFORT BRAGG CA 95437,280,Community,Other Residential Area        ,Private,Groundwater,85,1,1,0,0,Mendocino
CA2801011   ,DOMAINE CARNEROS,STACEY ELLIS,PRODUCTION MANAGER,707-257-0101   ,,25,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,1,3,1,0,0,Napa
CA2800736   ,DOMAINE CHANDON,GRAY WANLESS,FACILITY MANAGER,707-204-7579   , YOUNTVILLE CA 94599,200,Non-Transient Non-Community,Other Transient Area          ,Private,Groundwater,3,2,1,0,0,Napa
CA2803911   ,DOMINUS ESTATE WINERY,GUILLAUME EICHOLZ,VINEYARD MANAGER,707-944-8954   ,,25,Non-Community (Transient),Industrial/Agricultural       ,Private,Groundwater,1,1,0,0,0,Napa
CA5500274   ,DON PEDRO REC AG:BLUE OAKS,BILL FLANAGAN,PARK MAINT DIV MGR,209-852-2567   ,,295,Non-Community (Transient),Recreation Area               ,Local,Surface Water,4,0,1,1,0,Tuolumne
CA5500048   ,DON PEDRO REC AG:FLEM.MEADOWS,BILL FLANAGAN,PARK MAINT DIV MGR,209-852-2567   ,,1041,Community,Recreation Area               ,Local,Surface Water,18,0,1,1,0,Tuolumne
CA2900569   ,DONNER MINE CAMP INC,ELISA TAYLOR, ,,12707 ZEIBRIGHT RDNEVADA CITY CA 95959,100,Non-Community (Transient),Summer Camp                   ,Private,Groundwater,20,1,0,0,0,Nevada
CA2910016   ,DONNER SUMMIT PUBLIC UTILITY DISTRICT,TOM SKJELSTAD,GENERAL MANAGER,530-426-3456   , SODA SPRINGS CA 95728,310,Community,Residential Area              ,Local,Surface Water,273,0,1,1,0,Nevada
CA2901208   ,DONNER TRAIL ELEMENTARY SCHOOL,JOHN RIVERA, ,530-582-2577   ,"11839 DONNER PASS ROAD TRUCKEE,CA 96161, KINGVALE CA 96161",60,Non-Transient Non-Community,School                        ,Local,Groundwater,1,1,0,0,0,Nevada
CA1000016   ,DORABELLE MUTUAL WATER COMPANY,DELORES WEST,TREASURER,559-438-7505   ,DORABELLA RDSHAVER LAKE CA 93664,70,Community,Residential Area              ,Private,Groundwater,18,2,0,0,0,Fresno
CA3200057   ,DORADO INN,,,,   CA  ,14,Non-Public,Recreation Area               ,Private,Groundwater,7,1,0,0,0,Plumas
CA2400336   ,DOREVA PRODUCE,AARON SILVA,GENERAL MANAGER,209-394-2777   ,12437 MAGNOLIA AVENUELIVINGSTON CA 95334,45,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,1,1,0,0,0,Merced
CA1503677   ,DORNER FAMILY VINEYARDS,MICHELE DORNER,OWNER,661-725-2566   ,,25,Non-Community (Transient),Industrial/Agricultural       ,Private,Groundwater,1,1,0,0,0,Kern
CA2400058   ,DOS PALOS Y AUCTION YARD,JOEL E. COZZI,PARTNER,209-387-4113   ,16575 S. HWY 33DOS PALOS CA 93620,150,Non-Community (Transient),Restaurant                    ,Private,Groundwater,3,1,0,0,0,Merced
CA3301904   ,DOUBLE BAR S RANCH,,,, MORENO VALLEY CA 92555,20,Non-Public,,Private,Unknown,13,0,0,0,0,Riverside
CA3900842   ,DOUBLE L MOBILE ESTATES,,,, LOCKEFORD CA 95237,320,Community,Mobile Home Park              ,Private,Groundwater,150,2,0,0,0,San Joaquin
CA1000248   ,DOUBLE L MOBILE RANCH PARK,CARL HUNT,MANAGER,559-647-5675   ,11470 W CHURCH AVEFRESNO CA 93706,80,Community,Mobile Home Park              ,Private,Groundwater,37,1,0,0,0,Fresno
CA0707615   ,DOUBLETREE RANCH WATER SYSTEM,TOM KOSIC, ,925-784-8860   , LIVERMORE CA 94550,49,Community,Residential Area              ,Private,Groundwater,18,2,0,0,0,Contra Costa
CA3301133   ,DOUG JONES WATER,DOUG JONES, ,, PALM SPRINGS CA 92262,50,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,2,1,0,0,0, 
CA3100035   ,DOUGLAS DALE APARTMENTS,ROBERT&ALLISON  COLEMAN, ,805-684-0612   , TAHOE CITY CA 96145,24,Non-Public,Residential Area              ,Private,Unknown,12,0,0,0,0,Placer
CA3600604   ,DOVID OVED RETREAT CENTER,CEDU SCHOOL INC  CA3600604, ,909-910-0465   , RUNNING SPRINGS CA 92382,95,Non-Community (Transient),School                        ,Private,Groundwater,1,1,0,0,0,San Bernardino
CA3301222   ,DOWLING FRUIT ORCHARD,FRANCIS DOWLING, ,, BEAUMONT CA 92223,1500,Non-Community (Transient),Other Transient Area          ,Private,Groundwater,3,1,0,0,0,Riverside
CA0409192   ,DOWN RANGE INDOOR TRAINING CENTER,,,,,25,Non-Community (Transient),Industrial/Agricultural       ,Private,Groundwater,1,1,0,0,0,Butte
CA3901423   ,DOWN RIVER AN ITW COMPANY,,,, STOCKTON CA 95215,25,Non-Transient Non-Community,Other Area                    ,Private,Groundwater,1,1,0,0,0,San Joaquin
CA1910034   ,"DOWNEY - CITY, WATER DEPT.",DAN MUELLER,UTILITIES MANAGER,562-622-3578   ,9252 STEWART & GRAY ROADDOWNEY CA 90241,111930,Community,Residential Area              ,Local,Groundwater,22915,21,0,0,3,Los Angeles
CA4610002   ,DOWNIEVILLE PUBLIC U.D.,RICHARD MELIM,DISTRICT ENGINEER/WT,530-274-3566   , DOWNIEVILLE CA 95936,282,Community,Residential Area              ,Local,Surface Water,228,0,1,1,0,Sierra
CA4901246   ,DOWNTOWN GRATON MUTUAL WATER SYSTEM,MATTHEW GREENBAUM,PRESIDENT,707-823-7023   ,3000 EDISON STREETGRATON CA 95444,80,Non-Transient Non-Community,Other Transient Area          ,Private,Groundwater,15,2,1,0,0,Sonoma
CA1000017   ,DOWVILLE TRACT ASSOCIATION,LYNN LINMAN,,559-683-4423   ,HUNTINGTON LAKE RDHUNTINGTON LAKE CA 93629,150,Non-Community (Transient),Residential Area              ,Private,Groundwater,96,0,0,0,0,Fresno
CA5401093   ,DOYLE SPRINGS ASSN,CATHERINE MCINNIS,TREASURER,760-244-6127   ,END OF WISHON ROADSPRINGVILLE CA 93265,300,Non-Community (Transient),Residential Area              ,Private,Groundwater,51,3,0,0,0,Tulare
CA4510303   ,DP&R - CASTLE CRAGS SP,JOSEPH AKERS,WATER & WASTE SUPV.,530-538-3820   ,"20022 CASTLE CREEK RD., CASTELLA CA 96017",425,Non-Community (Transient),Recreation Area               ,State Government,Groundwater,10,3,3,0,0,Shasta
CA4510302   ,DP&R - MCARTHUR-BURNEY FALLS SP,JOSEPH AKERS,WATER & WASTE SUPV.,530-538-3820   ,"24898 HWY 89, BURNEY CA 96013",1800,Non-Community (Transient),Recreation Area               ,State Government,Groundwater,5,1,1,0,0,Shasta
CA2000320   ,DRAGONFLY GOLF COURSE/WATER,GARY  MEYER,LOCAL REPRESENTATIVE,559-432-3020   , MADERA CA 93638,160,Non-Community (Transient),Recreation Area               ,Mixed,Groundwater,2,1,0,0,0,Madera
CA0500007   ,DREAM MOUNTAIN CHRISTIAN CAMP INC.,CHEREE MUNOZ, ,209-728-3109   , MURPHYS CA 95247,50,Non-Community (Transient),Recreation Area               ,Private,Groundwater,8,1,0,0,0,Calaveras
CA1000258   ,DRIFTWOOD MOBILEHOME PARK,JAMES A. PETERSEN,OWNER,559-787-2027   ,32303 TRIMMER SPRINGS RDSANGER CA 93657,25,Non-Community (Transient),Mobile Home Park              ,Private,Groundwater,41,1,0,0,0,Fresno
CA3301693   ,DRIPPING SPRINGS CG- USFS,NOELLE GRAHAM-WAKOSKI, ,, AGUANGA CA 92536,32,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,12,1,0,0,0,Riverside
CA2702487   ,DRISCOLL STRAWBERRY WS,CLINT BARNES, ,831-763-5058   , WATSONVILLE CA 95076,85,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,7,1,1,0,0,Monterey
CA0300092   ,DRIVEN CELLARS,CHRIS CHINCO, ,209-245-4545   ,12595 STEINER RDPLYMOUTH CA 95669,200,Non-Community (Transient),Industrial/Agricultural       ,Private,Groundwater,6,1,0,0,0,Amador
CA3100077   ,DRY CREEK ELEMENTARY SCHOOL,RON WARFIELD, ,, ROSEVILLE CA 95678,46,Non-Transient Non-Community,School                        ,Private,Groundwater,1,2,0,0,0,Placer
CA4901024   ,DRY CREEK STORE,LIZ LUNDY,BOOK KEEPER,707-433-4171   ,3495 DRY CREEK ROADHEALDSBURG CA 95448,50,Non-Community (Transient),Restaurant                    ,Private,Groundwater,1,1,0,0,0,Sonoma
CA4901119   ,DRY CREEK VINEYARD,TIM BELL,WINEMAKER,707-473-4729   ,3770 LAMBERT BRIDGE ROADHEALDSBURG CA 95448,50,Non-Transient Non-Community,Restaurant                    ,Private,Groundwater,2,2,1,0,0,Sonoma
CA0300010   ,DRYTOWN COUNTY WATER DISTRICT,,,, DRYTOWN CA 95699,225,Community,Residential Area              ,Mixed,Surface Water Purchased,62,0,0,0,1,Amador
CA3100034   ,DSPUD-BIG BEND,TOM SKJELSTAD,GENERAL MANAGER,530-426-3456   , EMIGRANT GAP CA 95715,25,Non-Community (Transient),Other Residential Area        ,Local,Groundwater,20,1,0,0,0,Placer
CA5000465   ,DUARTE NURSERY INC WATER SYSTEM,LARRY BUTLER, ,209-216-9917   ,1531 BALDWIN RDHUGHSON CA 95326,75,Non-Transient Non-Community,Other Transient Area          ,Private,Groundwater,7,3,0,0,0,Stanislaus
CA3303083   ,DUARTE RANCHO,,,, THERMAL CA  ,20,Non-Public,,Private,Unknown,12,0,0,0,0,Riverside
CA0110009   ,DUBLIN SAN RAMON SERVICES DISTRICT,JAMES DRYDEN,FIELD OPERATIONS SUP,925-875-2367   ,7051 DUBLIN BLVD.DUBLIN CA 94568,75924,Community,Residential Area              ,Local,Surface Water Purchased,19011,0,0,0,2,Alameda
CA3400374   ,DUCK ISLAND RV PARK,CHARLES GARNER, ,916-777-6663   , RIO VISTA CA 94571,110,Non-Community (Transient),Recreation Area               ,Private,Groundwater,53,1,0,0,0,Sacramento
CA2800024   ,DUCKHORN VINEYARDS,KEITH  POOL, ,707-963-7108   , ST HELENA CA 94574,70,Non-Transient Non-Community,Other Transient Area          ,Private,Groundwater,1,1,0,0,0,Napa
CA3601132   ,DUCOMMUN AEROSTRUCTURES,KENT  CHRISTENSEN, ,760-246-4191   ,4001 EL MIRAGE RDADELANTO CA 92301,50,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,1,1,0,0,0,San Bernardino
CA5400542   ,DUCOR CSD,ROBERT FORTINO,CEO,530-894-1100   ,BRAWLEY RD & AVE. 58DUCOR CA 93218,612,Community,Residential Area              ,Private,Groundwater,164,2,2,0,0,Tulare
CA3701983   ,DUDLEY'S BAKERY,BARRY  BRUNYE, ,760-765-0488   , SANTA YSABEL CA 92070,100,Non-Community (Transient),Restaurant                    ,Private,Groundwater,1,1,1,0,0,San Diego
CA2800587   ,DUFFY S MYRTLEDALE RESORT,DUFFYS MYRTLEDALE HO  CA2800587, ,, CALISTOGA CA 94515,100,Non-Community (Transient),Secondary Residences          ,Private,Surface Water Purchased,1,1,1,0,1,Napa
CA4901060   ,DUNCANS MILLS CAMPING CLUB,DAVID FERREIRA,OWNER,707-865-3181   ,25387 STEELHEAD BOULEVARDDUNCANS MILLS CA 95430,125,Non-Community (Transient),Recreation Area               ,Private,Groundwater,125,1,0,0,0,Sonoma
CA4900847   ,DUNCANS MILLS TRADING COMPANY,DAVID FERREIRA,OWNER,707-865-3181   ,25385 STEELHEAD BOULEVARDDUNCANS MILLS CA 95430,200,Non-Community (Transient),Restaurant                    ,Private,Groundwater,125,1,0,0,0,Sonoma
CA1502690   ,"DUNE 3 MUTUAL WATER COMPANY, LLC",BRIAN ZAGALA,MANAGER,805-772-7131   ,"944 N STRECKER, RIDGECREST CA 93555",100,Community,Residential Area              ,Private,Groundwater,47,2,0,0,0,Kern
CA1300656   ,DUNER'S DINER,ANDREW LYNN  HOWARD, ,,6626 E EVAN HEWES HWYWINTERHAVEN CA 92283,30,Non-Community (Transient),Restaurant                    ,Private,Groundwater,1,1,0,0,0,Imperial
CA4900739   ,DUNHAM SCHOOL,ADAM SCHAIBLE,SUPERINTENDENT,707-795-5050   ,4111 ROBLAR ROADPETALUMA CA 94952,200,Non-Transient Non-Community,School                        ,Local,Groundwater,2,1,1,0,0,Sonoma
CA1000184   ,DUNLAP K-8 SCHOOL,JOSEPH GONZALEZ,DIRECTOR OF MAINTENA,559-305-7062   ,39667 DUNLAP RDDUNLAP CA 93621,411,Non-Transient Non-Community,School                        ,Local,Groundwater,1,1,1,0,0,Fresno
CA1000577   ,DUNLAP LEADERSHIP ACADEMY,JOSEPH GONZALEZ,DIRECTOR OF MAINTENA,559-305-7062   ,39667 DUNLAP ROADDUNLAP CA 93621,96,Non-Transient Non-Community,School                        ,Local,Groundwater,1,1,0,0,0,Fresno
CA3500539   ,DUNNEVILLE CAFE & MARKET,BILL REGENTZ,OWNER,831-637-9191   ,5970 SAN FELIPE ROADHOLLISTER CA 95023,300,Non-Community (Transient),Other Area                    ,Private,Groundwater,2,1,0,0,0,San Benito
CA3500910   ,DUNNEVILLE ESTATES CSA #50,ARMAN NAZEMI,ASST. PUB. WRKS. DIR,831-636-4170   ,6800 DUNNEVILLE WAYHOLLISTER CA 95023,120,Community,Residential Area              ,Local,Groundwater,30,2,1,0,0,San Benito
CA5700751   ,DUNNIGAN CHEVRON,SATPAL  KUMAR, ,530-724-0108   , DUNNIGAN CA 95937,400,Non-Community (Transient),Service Station               ,Private,Groundwater,1,1,0,0,0,Yolo
CA5700712   ,DUNNIGAN WATER WORKS,TRAVIS PETERSON,EQ/WQ MANAGER,916-568-4220   , DUNNIGAN CA 95937,527,Community,Mobile Home Park              ,Private,Groundwater,253,3,2,0,0,Yolo
CA0500068   ,DUNROVIN MOBILE HOME VILLAGE,JOHN VASHON, ,209-640-7121   , WEST POINT CA 95255,99,Community,Mobile Home Park              ,Private,Groundwater,42,2,0,0,0,Calaveras
CA3303073   ,DURAN S FARMS,,,, THERMAL CA 92274,20,Non-Public,,Private,Unknown,7,0,0,0,0,Riverside
CA0400140   ,DURHAM DAYTON INDUSTRIAL PARTNERS,JIM  BRINSON,OPERATOR,530-345-1921   , DURHAM CA 95938,102,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,3,1,0,0,0,Butte
CA3901424   ,DURHAM FERRY COMMUNITY SCHOOL,,,, MANTECA CA 95206,30,Non-Transient Non-Community,Other Area                    ,Local,Groundwater,5,1,0,0,0,San Joaquin
CA0410003   ,DURHAM IRRIGATION DISTRICT,NICK GORE,BOARD MEMBER,,9405 MIDWAYDURHAM CA 95938,1558,Community,Residential Area              ,Local,Groundwater,472,3,3,0,0,Butte
CA0400135   ,DURHAM PARK,JIM  BRINSON,OPERATOR,, DURHAM CA 95938,50,Non-Community (Transient),Recreation Area               ,Local,Groundwater,8,2,0,0,0,Butte
CA0400066   ,DURHAM UNIFIED SCHOOL DISTRICT,DAVE  YORK,MANAGER OF TRANSPORT,530-895-4679   , DURHAM CA 95938,1200,Non-Transient Non-Community,School                        ,Local,Groundwater,18,1,1,0,0,Butte
CA3100058   ,DUTCH FLAT MUTUAL,DAVID MINTLINE, ,, DUTCH FLAT CA 95714,350,Community,Residential Area              ,Private,Surface Water,101,0,1,1,0,Placer
CA0707519   ,DUTCH SLOUGH WATER WORKS,JIM PRICE, ,, OAKLEY CA 94511,49,Community,Residential Area              ,Private,Groundwater,18,1,0,0,0,Contra Costa
CA4901384   ,DUTTON RANCH CORPORATION,STEVE DUTTON,OWNER,707-823-0448   ,3100 GRAVENSTEIN N HIGHWAYSEBASTOPOL CA 95472,75,Non-Community (Transient),Other Area                    ,Local,Groundwater,2,1,1,0,0,Sonoma
CA3610044   ,DWP - BIG BEAR LAKE/MOONRIDGE,REGINALD LAMSON,GENERAL MANAGER,909-866-5050   ,"41972 GARSTIN DRIVE, BIG BEAR LAKE CA 92315",5155,Community,Residential Area              ,Local,Groundwater,10710,36,28,0,1,San Bernardino
CA3610022   ,DWP - FAWNSKIN,REGINALD LAMSON,GENERAL MANAGER,909-866-5050   ,41972 GARSTIN DRIVEBIG BEAR LAKE CA 92315,401,Community,Residential Area              ,Local,Groundwater under direct influence,721,6,5,0,0,San Bernardino
CA3610061   ,DWP - SUGARLOAF/ERWIN LAKE,REGINALD LAMSON,GENERAL MANAGER,909-866-5050   ,41972 GARSTIN DRIVEBIG BEAR LAKE CA 92315,3280,Community,Residential Area              ,Local,Groundwater,5215,7,7,0,1,San Bernardino
CA1503212   ,DWR - EDMONSTON PUMPING PLANT,DARREN CHOYCE,SUPERINTENDENT,661-858-5579   ,"39000 EDMONSTON PUMPING PLANT RD, BAKERSFIELD CA 93381",35,Non-Transient Non-Community,Other Area                    ,State Government,Surface Water,3,0,1,1,0,Kern
CA2410950   ,DWR - SAN LUIS DIVISION O&M,JIM THOMAS,CHIEF,209-827-5150   ,31770 WEST GONZAGA ROADGUSTINE CA 95322,150,Non-Transient Non-Community,Other Area                    ,State Government,Surface Water,3,0,1,1,0,Merced
