"","OBJECTID","PWSID","POPSV_R","PWSName","BoundarySo","WaterUsed","coords.x1","coords.x2","optional"
"1004",1004,"4300979",55,"QUAIL CREEK ESTATES MUTUAL WATER COMPANY","Approx","Ground",-148391.1306,-111701.4537,TRUE
"1005",1005,"4300992",66,"GOLDEN HEIGHTS MUTUAL WATER COMPANY","Approx","Ground",-136077.350199999,-104824.6546,TRUE
"1006",1006,"4310019",15300,"CITY OF SAN JOSE - NSJ/ALVISO","Approx","Both",-175125.417400001,-59792.3049999997,TRUE
"1007",1007,"4310300",5,"CSP HENRY W. COE STATE PARK","Approx","Both",-88740.8317000009,-109364.854900001,TRUE
"1008",1008,"4400517",33,"LAKEVIEW APARTMENTS","Approx","Ground",-26067.9162000008,-347051.8812,TRUE
"1009",1009,"4400557",118,"ST FRANCIS TRACT WATER SYSTEM","Approx","Ground",-154161.036599999,-115193.953,TRUE
"1010",1010,"4400558",350,"SAN ANDREAS MUTUAL WATER CO","Approx","Ground",-165537.182600001,-118642.525900001,TRUE
"1011",1011,"4400581",155,"OLYMPIA MUTUAL WATER COMPANY","Approx","Ground",-35732.5265999995,-371498.8869,TRUE
"1012",1012,"4400582",40,"PINE TREE LANE MUTUAL WATER CO","Approx","Ground",-173464.008099999,-114847.8499,TRUE
"1013",1013,"4400599",150,"SUNSET BEACH MUTUAL WATER CO","Approx","Both",-164238.133199999,-121508.4827,TRUE
"1014",1014,"4400605",45,"CRESTWOOD HEIGHTS WATER ASSN","Approx","Ground",-155409.6337,-119599.923,TRUE
"1015",1015,"4400613",60,"LAS COLINAS ROAD & WATER ASSN","Approx","Ground",-158822.2532,-110547.767000001,TRUE
"1016",1016,"4400618",240,"RIDGE MUTUAL WATER COMPANY","Approx","Both",-176544.4201,-96463.4927999992,TRUE
"1017",1017,"4400624",60,"RANCHO CORRALITOS","Approx","Ground",-170326.081900001,-110963.293199999,TRUE
"1018",1018,"4400625",50,"VISTA ROBLES ASSOCIATION","Approx","Ground",-183053.3379,-100175.523,TRUE
"1019",1019,"4400631",337,"LAS CUMBRES MUTUAL WATER CO","Approx","Ground",-183632.2169,-86119.1667999998,TRUE
"1020",1020,"4400634",38,"APTOS HILLS MUTUAL WATER CO","Approx","Ground",-165635.4879,-113269.031400001,TRUE
"1021",1021,"4400645",40,"HIDDEN MEADOW MUTUAL WATER CO","Approx","Ground",-180528.475199999,-104706.610200001,TRUE
"1022",1022,"4400660",200,"RANCHO SAN ANDREAS","Approx","Ground",-160447.1088,-123451.058599999,TRUE
"1023",1023,"4400664",150,"JARDINES DEL VALLE","Approx","Ground",-148135.265699999,-120511.152100001,TRUE
"1024",1024,"4400665",52,"MEADOWRIDGE MUTUAL WATER CO","Approx","Ground",-159498.3982,-109878.485099999,TRUE
"1025",1025,"4400723",564,"MISSION SPRINGS CONFERENCE CENTER","Approx","Ground",-191894.4617,265384.1317,TRUE
"1026",1026,"4400763",455,"BUENA VISTA MIGRANT CENTER","Approx","Ground",-162762.3092,-121964.435799999,TRUE
"1027",1027,"4410001",1650,"BIG BASIN WATER COMPANY","Approx","Both",-192661.043199999,-96012.6706000008,TRUE
"1028",1028,"4410002",4340,"SLVWD - FELTON WATER SYSTEM","Approx","Both",-191454.320699999,-106034.756100001,TRUE
"1029",1029,"4410008",1500,"MT. HERMON ASSOCIATION, INC.","Approx","Ground",-180987.336300001,-108938.108999999,TRUE
"1030",1030,"4410016",1200,"FOREST LAKES MWC","Approx","Ground",-184220.745200001,-110102.327299999,TRUE
"1031",1031,"4410301",29,"CSP - BIG BASIN STATE PARK","Approx","Surface",-193644.442399999,-89109.0824999996,TRUE
"1032",1032,"4500003",248,"MEL MAR MUTUAL WATER CO","Approx","Ground",-200045.9254,276610.656300001,TRUE
"1033",1033,"4500006",160,"SHASTA CO CSA # 2 SUGARLOAF","Approx","Both",-163276.0877,277503.5342,TRUE
"1034",1034,"4500007",450,"VERDE VALE WATER COMPANY","Approx","Ground",-198911.180500001,271766.1324,TRUE
"1035",1035,"4500008",134,"LAKESHORE VILLA MUTUAL WATER CO","Approx","Ground",-200109.765000001,321498.3145,TRUE
"1036",1036,"4500009",90,"CORTLAND PINES MUTUAL WATER CO","Approx","Both",-163762.159399999,278688.4899,TRUE
"1037",1037,"4500013",250,"LAKESIDE WOODS MUTUAL WATER CO","Approx","Ground",-156034.749600001,318785.0052,TRUE
"1038",1038,"4500014",225,"LAKESHORE HEIGHTS MUTUAL WATER","Approx","Surface",-201675.861400001,321062.7707,TRUE
"1039",1039,"4500022",198,"HAT CREEK WATER COMPANY, LLC","Approx","Surface",-123366.771600001,295230.467399999,TRUE
"1040",1040,"4500023",75,"HAT CREEK HIGHLANDS MUTUAL WATER CO","Approx","Surface",-122138.2751,294698.875299999,TRUE
"1041",1041,"4500054",204,"BALLS FERRY FISHING RESORT","Approx","Ground",-184843.953299999,270706.7064,TRUE
"1042",1042,"4500062",92,"LONE TREE MOBILE HOME PARK","Approx","Ground",-189737.067,267987.7608,TRUE
"1043",1043,"4500063",52,"CEDAR CREEK MOBILEHOME PARK","Approx","Ground",-164864.4816,311888.0151,TRUE
"1044",1044,"4500066",86,"CLEAR CREEK MOBILE PARK","Approx","Ground",-201092.8814,279238.002800001,TRUE
"1045",1045,"4500081",250,"LAZY LANDING MOBILE HOME PARK","Approx","Ground",-206073.4101,326689.209799999,TRUE
"1046",1046,"4500082",50,"MIDWAY MOBILEHOME PARK","Approx","Ground",-200318.6405,277425.373600001,TRUE
"1047",1047,"4500089",80,"PINE RIDGE PARK ESTATES","Approx","Ground",-199367.556500001,278366.9594,TRUE
"1048",1048,"4500092",90,"RIVER BREEZE MOBILE HOME PARK","Approx","Ground",-197653.9592,276198.208799999,TRUE
"1049",1049,"4500093",40,"RED HILL MOBILEHOME PARK","Approx","Ground",-197743.056600001,270972.567299999,TRUE
"1050",1050,"4500094",274,"RIVERLAND MOBILEHOME PARK","Approx","Ground",-196777.4277,275879.800000001,TRUE
"1051",1051,"4500098",45,"SHADY HILL MOBILE HOME PARK","Approx","Ground",-195116.183800001,277128.1587,TRUE
"1052",1052,"4500104",25,"SUNRISE MOBILEHOME PARK","Approx","Ground",-190073.3025,269883.537799999,TRUE
"1053",1053,"4500106",25,"RIO VISTA MOBILEHOME ESTATES","Approx","Ground",-198588.470000001,275005.538799999,TRUE
"1054",1054,"4500107",140,"ZUFALL S MOBILEHOME PARK","Approx","Ground",-200540.713099999,278771.273399999,TRUE
"1055",1055,"4500173",131,"CASSEL PARK MUTUAL WATER CO","Approx","Ground",-161707.9893,289124.1787,TRUE
"1056",1056,"4500194",100,"VILLAGE GREEN","Approx","Ground",-198688.650900001,274447.4311,TRUE
"1057",1057,"4500195",510,"STARLITE PINES MUTUAL WATER CO INC","Approx","Ground",-193180.607000001,272398.5495,TRUE
"1058",1058,"4500200",150,"AMBERWOOD MOBILE HOME PARK","Approx","Ground",-192794.5056,265762.968800001,TRUE
"1059",1059,"4500203",132,"RAPID RIVER MOBILEHOME PARK","Approx","Ground",-195411.3981,276286.9023,TRUE
"1060",1060,"4500204",450,"WHITE OAK MUTUAL WATER COMPANY","Approx","Ground",-196738.1413,264874.2455,TRUE
"1061",1061,"4500210",600,"LASSEN PINES MUTUAL WATER CO INC","Approx","Ground",-145323.2402,281153.921700001,TRUE
"1062",1062,"4500219",70,"CREEKSIDE MOBILEHOME PARK","Approx","Ground",-144916.648600001,282435.3311,TRUE
"1063",1063,"4500229",9,"PG&E - PIT 5","Approx","Ground",-164230.0362,332329.0143,TRUE
"1064",1064,"4500235",210,"WOODRIDGE MUTUAL WATER CO","Approx","Ground",-158921.547900001,278404.955499999,TRUE
"1065",1065,"4500237",178,"SWEET BRIAR CAMP","Approx","Surface",-194178.677200001,346956.8685,TRUE
"1066",1066,"4500254",110,"ANDERSON PARK VILLAGE","Approx","Ground",-200885.638599999,321781.554099999,TRUE
"1067",1067,"4500290",40,"PINE GROVE MOBILEHOME PARK","Approx","Ground",-116762.438099999,339158.6708,TRUE
"1068",1068,"4500291",250,"JULIAN CHRISTIAN HIGH SCHOOL","Approx","Both",-154381.7447,293883.5886,TRUE
"1069",1069,"4500292",100,"BROOKSIDE MOBILEHOME PARK","Approx","Ground",-195600.2499,288638.554300001,TRUE
"1070",1070,"4500303",105,"TUCKER OAKS EAST WATER DISTRICT","Approx","Ground",-194843.3893,277032.1022,TRUE
"1071",1071,"4500313",160,"SHASTA CO CSA # 8 PALO CEDRO","Approx","Ground",-194942.278200001,278652.480900001,TRUE
"1072",1072,"4500314",42,"SHASTA CO CSA # 13 ALPINE MEADOWS","Approx","Ground",-123883.138500001,304714.6141,TRUE
"1073",1073,"4510011",3249,"CENTERVILLE C.S.D.","Approx","Surface",-210020.7223,291721.346100001,TRUE
"1074",1074,"4510015",760,"DEL ORO WATER CO.-JOHNSON PARK","Approx","Ground",-138974.7837,324475.2476,TRUE
"1075",1075,"4600009",515,"SIERRA BROOKS PSD","Approx","Ground",-19475.8858999982,181653.976500001,TRUE
"1076",1076,"4600012",80,"ALLEGHANY COUNTY W.D.","Approx","Both",-73282.8158,161825.2344,TRUE
"1077",1077,"4600017",324,"R.R. LEWIS SMALL WC","Approx","Ground",-51490.4968000017,172530.4564,TRUE
"1078",1078,"4600055",5,"CENTRAL TOWN WS","Approx","Ground",-54658.3361999989,173056.784299999,TRUE
"1079",1079,"4600056",250,"SIERRA CITY WATER WORKS, INC.","Approx","Ground",-53849.0225999989,171074.7907,TRUE
"1080",1080,"4610001",856,"CITY OF LOYALTON","Approx","Ground",-21305.3520999998,183053.237500001,TRUE
"1081",1081,"4610002",282,"DOWNIEVILLE PUBLIC U.D.","Approx","Surface",-70623.0839999989,174262.8663,TRUE
"1082",1082,"4700503",70,"CALLAHAN WATER DISTRICT","Approx","Surface",-233481.6812,367587.657299999,TRUE
"1083",1083,"4700523",300,"GRENADA SANITARY DISTRICT","Approx","Ground",-210252.406300001,404670.1917,TRUE
"1084",1084,"4700531",94,"TENNANT C.S.D.","Approx","Both",-159422.980799999,398030.9834,TRUE
"1085",1085,"4700539",35,"MACDOEL WATERWORKS","Approx","Ground",-165539.890699999,424649.0583,TRUE
"1086",1086,"4700551",181,"COPCO LAKE MWC","Approx","Ground",-190898.5546,440984.5747,TRUE
"1087",1087,"4700621",6,"MID RIVER RV PARK","Approx","Ground",-264917.0415,430268.4202,TRUE
"1088",1088,"4700626",128,"COVE MOBILE VILLA","Approx","Ground",-215891.8763,408970.2618,TRUE
"1089",1089,"4700627",130,"JUNIPER CREEK ESTATES","Approx","Ground",-218952.2204,411202.614,TRUE
"1090",1090,"4700630",50,"SHASTA VIEW HEIGHTS OWNERS ASSOCIATION","Approx","Ground",-222399.702199999,412241.033,TRUE
"1091",1091,"4700638",80,"OAK VALLEY ACRES P.O.A.","Approx","Ground",-220441.5415,409925.3189,TRUE
"1092",1092,"4700803",100,"SHADOW MOUNTAIN MHP","Approx","Ground",-194182.207800001,364847.8771,TRUE
"1093",1093,"4700872",150,"MONTE SHASTA M.W.C.","Approx","Ground",-191706.0232,369537.9849,TRUE
"1094",1094,"4700880",100,"SISKIYOU LAKE HIGHLANDS MWC","Approx","Ground",-193726.853,365690.119100001,TRUE
"1095",1095,"4700884",32,"SHASTINA MOBILE ESTATES","Approx","Ground",-197186.154100001,385047.0337,TRUE
"1096",1096,"4710002",1923,"CITY OF DUNSMUIR","Approx","Ground",-188692.607999999,361858.896,TRUE
"1097",1097,"4710003",675,"TOWN OF FORT JONES","Approx","Ground",-236489.5019,399736.9373,TRUE
"1098",1098,"4710008",3642,"CITY OF MT. SHASTA","Approx","Ground",-192624.025800001,370855.881999999,TRUE
"1099",1099,"4710009",2963,"CITY OF WEED","Approx","Ground",-202589.006200001,381252.760299999,TRUE
"1100",1100,"4800531",60,"VACA VILLA APARTMENTS","Approx","Ground",-176320.109099999,39302.6380000003,TRUE
"1101",1101,"4800564",80,"HIDDEN ACRES TRAILER VILLA","Approx","Ground",-175283.0041,39463.9850999992,TRUE
"1102",1102,"4800574",34,"DANA RANCH","Approx","Ground",-163268.5821,8827.39650000073,TRUE
"1103",1103,"4800589",35,"CRESTA MESA PARQUE","Approx","Ground",-186042.1843,28789.5299999993,TRUE
"1104",1104,"4800651",2,"LAKE SOLANO PARK","Approx","Ground",-175385.563200001,55333.2108999994,TRUE
"1105",1105,"4800671",10,"JT RANCH","Approx","Ground",-184576.7049,29759.7644999996,TRUE
"1106",1106,"4800732",1,"DIXON 76","Approx","Ground",-158024.357799999,54555.0681999996,TRUE
"1107",1107,"4800753",80,"VINEYARD RV PARK","Approx","Ground",-167981.741900001,45516.6923999991,TRUE
"1108",1108,"4800755",20,"MIDWAY RV PARK","Approx","Ground",-168923.4122,46621.7784000002,TRUE
"1109",1109,"4810005",28856,"SUISUN-SOLANO WATER AUTHORITY","Approx","Both",-174614.672,24218.8103999998,TRUE
"1110",1110,"4810010",518,"SID - GIBSON CANYON","Approx","Surface",-175536.710000001,35552.9913999997,TRUE
"1111",1111,"4810011",314,"SID - ELMIRA","Approx","Ground",-167283.273700001,37722.3260999992,TRUE
"1112",1112,"4810012",125,"SID - QUAIL CANYON","Approx","Ground",-175906.0942,55808.4945999999,TRUE
"1113",1113,"4810015",3,"TRAVIS AFB WTP - VALLEJO","Approx","Surface",-185952.485200001,23186.2741,TRUE
"1114",1114,"4810021",2800,"CITY OF VALLEJO-LAKES SYSTEM","Approx","Surface",-194400.2257,38997.8451000005,TRUE
"1115",1115,"4810025",73,"SID - PLEASANT HILLS RANCH","Approx","Surface",-176615.862400001,33030.7719999999,TRUE
"1116",1116,"4810800",9999,"CALIFORNIA STATE PRISON - SOLANO","Approx","Surface",-170303.4592,35828.7603999991,TRUE
"1117",1117,"4810801",130,"DELTA CONSERVATION CAMP","Approx","Ground",-160566.2875,22336.5815999992,TRUE
"1118",1118,"4900508",250,"CAZADERO WATER COMPANY, INC.","Approx","Ground",-270908.6127,63369.3518000003,TRUE
"1119",1119,"4900510",90,"SOUTH CLOVERDALE WATER COMPANY","Approx","Ground",-259662.058499999,89342.2217999995,TRUE
"1120",1120,"4900512",260,"HAPPY ACRES MUTUAL BENEFIT WATER SYSTEM","Approx","Ground",-237676.3511,35630.8855000008,TRUE
"1121",1121,"4900521",100,"GILL CREEK MUTUAL WATER COMPANY","Approx","Ground",-255175.926999999,84140.7595000006,TRUE
"1122",1122,"4900533",55,"COMMON WATER COMPANY (PUC)","Approx","Ground",-221636.774900001,44508.2767999992,TRUE
"1123",1123,"4900548",300,"HOLLAND HEIGHTS MUTUAL WATER COMPANY","Approx","Ground",-233491.2005,47689.7254000008,TRUE
"1124",1124,"4900551",60,"MELITA HEIGHTS MUTUAL WATER COMPANY","Approx","Ground",-230702.261499999,50996.2533999998,TRUE
"1125",1125,"4900552",170,"MICHELE MUTUAL WATER COMPANY","Approx","Ground",-240035.028000001,57562.8907999992,TRUE
"1126",1126,"4900553",75,"PARK ROYAL MUTUAL WATER COMPANY","Approx","Ground",-243005.314999999,52171.0899999999,TRUE
"1127",1127,"4900561",350,"WILLOWSIDE MUTUAL WATER COMPANY","Approx","Ground",-216726.4969,31301.9988000002,TRUE
"1128",1128,"4900563",200,"MISSION HIGHLANDS MUTUAL WATER CO.","Approx","Ground",-215542.648600001,38065.0523000006,TRUE
"1129",1129,"4900570",340,"PALOMINO LAKES MUTUAL WATER CO.","Approx","Both",-260037.832599999,87534.2721999995,TRUE
"1130",1130,"4900573",100,"WILSHIRE HEIGHTS MUTUAL WATER COMPANY","Approx","Ground",-235463.391899999,58394.2124000005,TRUE
"1131",1131,"4900577",200,"RIO LINDO ADVENTIST ACADEMY","Approx","Both",-247143.693299999,72861.6466000006,TRUE
"1132",1132,"4900578",60,"CARMET BY THE SEA WATER COMPANY","Approx","Both",-267885.5045,44342.0461999997,TRUE
"1133",1133,"4900585",200,"BENNETT RIDGE MUTUAL WATER COMPANY","Approx","Ground",-226786.991599999,45755.6618000008,TRUE
"1134",1134,"4900587",100,"BRAND WATER COMPANY","Approx","Ground",-229925.4727,51205.2467,TRUE
"1135",1135,"4900599",100,"RANDAL'S RANCHETTE MUTUAL WATER COMPANY","Approx","Both",-232486.661599999,57388.1894000005,TRUE
"1136",1136,"4900600",460,"RINCON VALLEY MOBILE ESTATES","Approx","Ground",-231031.322699999,52714.1557999998,TRUE
"1137",1137,"4900603",100,"RIEBLI MUTUAL WATER COMPANY","Approx","Ground",-234705.422700001,59291.5786000006,TRUE
"1138",1138,"4900605",60,"MARK WEST ACRES MWC","Approx","Ground",-236839.067399999,58449.3828999996,TRUE
"1139",1139,"4900608",50,"SIX ACRES WATER COMPANY","Approx","Ground",-261755.306700001,90826.1887999997,TRUE
"1140",1140,"4900618",20,"RURAL CANYON MUTUAL WATER COMPANY","Approx","Ground",-253418.613,55607.5296,TRUE
"1141",1141,"4900620",78,"AUSTIN ACRES MUTUAL WATER COMPANY","Approx","Ground",-263891.824200001,55202.6797000002,TRUE
"1142",1142,"4900630",150,"AUSTIN CREEK MUTUAL (SPRINGHILL)","Approx","Both",-267087.933,55653.5120000001,TRUE
"1143",1143,"4900634",45,"HUCKLEBERRY MUTUAL WATER COMPANY","Approx","Ground",-266286.019300001,55391.0616999995,TRUE
"1144",1144,"4900639",30,"REDWOOD HEIGHTS MUTUAL WATER COMPANY","Approx","Ground",-267667.862400001,59184.6019000001,TRUE
"1145",1145,"4900640",40,"SONOMA COUNTY MUTUAL WATER COMPANY","Approx","Both",-267656.528999999,57522.8255000003,TRUE
"1146",1146,"4900641",100,"SUNRISE MOUNTAIN MUTUAL WATER COMPANY","Approx","Ground",-268691.961200001,58226.716,TRUE
"1147",1147,"4900653",80,"LONE PINE MUTUAL WATER COMPANY","Approx","Ground",-245987.3737,41755.4163000006,TRUE
"1148",1148,"4900660",200,"YULUPA MUTUAL WATER COMPANY","Approx","Ground",-229324.717700001,47020.7311000004,TRUE
"1149",1149,"4900665",25,"RUSSIAN RIVER MUTUAL WATER CO.","Approx","Ground",-248242.7448,68818.8530000001,TRUE
"1150",1150,"4900667",250,"COLLEGE PARK MUTUAL WATER COMPANY","Approx","Ground",-230928.391799999,37782.9151000008,TRUE
"1151",1151,"4900674",27,"PINE HILL TERRACE MOBILE HOME PARK","Approx","Ground",-249501.8244,51556.9509999994,TRUE
"1152",1152,"4900675",100,"ROSELAND MOBILE HOME PARK","Approx","Ground",-240894.675000001,48694.6289000008,TRUE
"1153",1153,"4900681",122,"CAPRI MOBILE VILLA","Approx","Ground",-229473.534600001,30880.4959999993,TRUE
"1154",1154,"4900687",400,"BROOKWOOD MOBILE HOME PARK","Approx","Ground",-228846.314200001,57669.0928000007,TRUE
"1155",1155,"4900688",180,"JOURNEY'S END MOBILE HOME PARK","Approx","Ground",-236757.116,57450.5066,TRUE
"1156",1156,"4900720",320,"MOBILE HOME ESTATES","Approx","Ground",-241346.863600001,58740.5239000004,TRUE
"1157",1157,"4900728",70,"EVERGREEN MOBILE ESTATES","Approx","Ground",-246645.722200001,63466.2526999991,TRUE
"1158",1158,"4900736",40,"CLEAR CREEK WATER COMPANY","Approx","Ground",-259277.2556,92054.7226999998,TRUE
"1159",1159,"4900787",125,"PLAZA MOBILE HOME PARK","Approx","Ground",-237193.932600001,43654.3378999997,TRUE
"1160",1160,"4900788",130,"EL CRYSTAL MOBILE HOME PARK","Approx","Ground",-233783.757300001,46938.7391999997,TRUE
"1161",1161,"4900789",90,"BLUE SPRUCE MOBILE HOME PARK","Approx","Ground",-250504.2699,51444.1209999993,TRUE
"1162",1162,"4900792",75,"WAYSIDE GARDENS MOBILE HOME PARK","Approx","Ground",-232350.5869,46988.1928000003,TRUE
"1163",1163,"4900793",87,"VINEHILL VISTAS MUTUAL WATER COMPANY","Approx","Ground",-249407.850500001,56365.6718000006,TRUE
"1164",1164,"4900794",180,"SUNSET PARK COMMUNITY","Approx","Ground",-235830.2838,46771.9845000003,TRUE
"1165",1165,"4900795",100,"STONEGATE MOBILE HOME PARK","Approx","Ground",-239665.8487,73943.5404000003,TRUE
"1166",1166,"4900796",420,"SANTA ROSA MOBILE ESTATES","Approx","Ground",-232155.7794,46214.6785000004,TRUE
"1167",1167,"4900797",75,"NORTH STAR MOBILE HOME PARK","Approx","Ground",-232978.1675,48385.4689000007,TRUE
"1168",1168,"4900799",200,"EL PORTAL MOBILE ESTATES","Approx","Ground",-233856.964,44992.0803999994,TRUE
"1169",1169,"4900800",60,"MARK WEST ESTATES","Approx","Ground",-242684.306,58482.7022999991,TRUE
"1170",1170,"4900801",38,"SHADY LANE MOBILE HOME PARK-INACTIVE","Approx","Ground",-237993.504799999,46684.5519999992,TRUE
"1171",1171,"4900832",500,"LEISURE MOBILE HOME PARK","Approx","Ground",-242970.397,47114.5210999995,TRUE
"1172",1172,"4900843",100,"SONOMA RANCH MUTUAL WATER COMPANY","Approx","Ground",-212500.149,34671.1177999992,TRUE
"1173",1173,"4900846",55,"ROLLING OAKS ROAD ASSOCIATION","Approx","Ground",-233227.431700001,57696.0590000004,TRUE
"1174",1174,"4900850",150,"BODEGA WATER COMPANY","Approx","Both",-259578.443399999,38725.4229000006,TRUE
"1175",1175,"4900855",75,"WEST FIELD COMMUNITY","Approx","Ground",-238487.437000001,44366.6878999993,TRUE
"1176",1176,"4900871",495,"DE ANZA MOON VALLEY WATER COMPANY","Approx","Ground",-215400.215,31631.1328999996,TRUE
"1177",1177,"4900883",18,"WINDSORLAND MOBILE HOME PARK","Approx","Ground",-245035.4767,64862.1565000005,TRUE
"1178",1178,"4900892",45,"SUMMIT VIEW RANCH MUTUAL WATER CO.","Approx","Ground",-229221.7851,39679.0176999997,TRUE
"1179",1179,"4900893",50,"WEST WATER COMPANY (PUC)","Approx","Ground",-259167.0646,93311.7776999995,TRUE
"1180",1180,"4900901",80,"SOBRE VISTA WATER COMPANY","Approx","Ground",-219684.005799999,36140.9105999991,TRUE
"1181",1181,"4900905",70,"MARK WEST MEADOWS MUTUAL WATER","Approx","Ground",-236575.486400001,60416.5419999994,TRUE
"1182",1182,"4900913",65,"ROBIN WAY WATER SYSTEM","Approx","Ground",-237369.5145,45948.6348999999,TRUE
"1183",1183,"4900918",100,"SONOMA MISSION APARTMENTS","Approx","Ground",-217504.043199999,33292.7411000002,TRUE
"1184",1184,"4901062",48,"KINNYBROOK MUTUAL WATER COMPANY","Approx","Ground",-222694.4285,49651.5702999998,TRUE
"1185",1185,"4901066",3,"FORT ROSS LODGE & STORE","Approx","Ground",-283123.810000001,60574.3698999994,TRUE
"1186",1186,"4901071",51,"BOULEVARD HEIGHTS MUTUAL WATER","Approx","Ground",-234693.761,31551.5265999995,TRUE
"1187",1187,"4901206",10,"ARMIDA WINERY","Approx","Ground",-250355.673900001,66728.0368000008,TRUE
"1188",1188,"4901221",45,"GRATON MUTUAL (GREEN VALLEY HOA)","Approx","Ground",-248640.9903,50190.0346000008,TRUE
"1189",1189,"4910016",7265,"COTATI, CITY OF","Approx","Ground",-237057.6976,38483.8095999993,TRUE
"1190",1190,"4910020",500,"SONOMA COUNTY WATER AGENCY","Approx","Ground",-244736.454700001,49194.2058000006,TRUE
"1191",1191,"4910026",80,"ODD FELLOWS RECREATION CLUB","Approx","Ground",-255915.0406,59685.3034000006,TRUE
"1192",1192,"4910027",8700,"SONOMA STATE UNIVERSITY","Approx","Ground",-234368.394400001,37955.3443999998,TRUE
"1193",1193,"4910028",3000,"SWEETWATER SPRINGS CWD - MONTE RIO","Approx","Ground",-262639.4397,54571.6941,TRUE
"1194",1194,"4910202",3000,"SONOMA DEVELOPMENTAL CENTER","Approx","Both",-219769.0141,43067.7968000006,TRUE
